ID	logFC	CI.025	CI.975	AveExpr	t	P.Value	adj.P.Val	B	modLog10P	signLog10P
GJC1	0.610004182	0.318562973	0.901445391	9.065329055	4.131493849	5.63E-5	0.011010458	1.667742596	4.249864	4.249864
GPX8	0.756645799	0.382017013	1.131274585	7.044601146	3.98672921	9.9E-5	0.012718509	1.164433113	4.004385	4.004385
GSAP	0.691997976	0.412157356	0.971838597	9.095320991	4.881118227	2.4E-6	0.00287106	4.49764836	5.619649	5.619649
IGF2BP3	0.903243037	0.403920087	1.402565987	7.731740566	3.570658796	4.62E-4	0.024674569	-0.198935872	3.335123	3.335123
IGFBP2	1.149656061	0.605157073	1.694155049	11.19052439	4.167696771	4.87E-5	0.010796172	1.795879419	4.312249	4.312249
IGFBP3	0.9478615	0.439408118	1.456314882	10.7873725	3.679755819	3.12E-4	0.021042108	0.146352286	3.505314	3.505314
IGFBP5	0.609722606	0.283829768	0.935615443	11.9067663	3.693029176	2.98E-4	0.020669123	0.188961601	3.52628	3.52628
KCNE4	0.681595807	0.316698689	1.046492924	8.062919214	3.687072982	3.04E-4	0.020937061	0.169825389	3.516865	3.516865
LAMB2	0.568768649	0.323311007	0.814226291	9.105488186	4.573875605	9.15E-6	0.005625148	3.293865655	5.038761	5.038761
LATS2	0.509808195	0.252841067	0.766775322	9.075380379	3.916106547	1.3E-4	0.014728361	0.924229916	3.886963	3.886963
LDHA	0.658864501	0.403684327	0.914044675	12.58749234	5.096528267	9.07E-7	0.00162742	5.37602431	6.042282	6.042282
LGALS3	0.82471859	0.447691505	1.201745675	11.66877485	4.317759923	2.66E-5	0.008361132	2.336529783	4.575018	4.575018
LIPG	0.5376947	0.215226772	0.860162627	7.004503693	3.291353176	0.001210654	0.037336022	-1.042167197	2.91698	2.91698
LOX	0.950762543	0.395501585	1.506023501	7.52464217	3.379871452	8.98E-4	0.032547706	-0.781355468	3.046737	3.046737
LOXL1	0.78667865	0.351136154	1.222221146	8.126972042	3.565267216	4.71E-4	0.024783258	-0.215770849	3.326811	3.326811
MCUB	0.692861089	0.349617454	1.036104723	8.819924143	3.984455104	9.99E-5	0.012720267	1.156643481	4.00058	4.00058
MDFIC	0.536464018	0.227764922	0.845163113	8.90395961	3.430287324	7.55E-4	0.030599903	-0.630127764	3.121791	3.121791
MDK	0.68322026	0.36588563	1.000554891	8.760464924	4.249800327	3.51E-5	0.009317349	2.08979574	4.455186	4.455186
MEOX2	1.159601074	0.501048553	1.818153595	6.574531348	3.475709331	6.45E-4	0.028191097	-0.492225954	3.190122	3.190122
MEST	0.519815395	0.191109945	0.848520845	11.38871414	3.121529832	0.00211197	0.048884156	-1.525529113	2.675312	2.675312
MGARP	0.547169803	0.214551293	0.879788313	7.167635348	3.247139644	0.00140237	0.039877683	-1.170175053	2.853138	2.853138
MICALL2	0.526070656	0.304827512	0.7473138	8.612060944	4.693529084	5.47E-6	0.004281478	3.755647295	5.261856	5.261856
MIR198	0.565918618	0.293574175	0.838263061	11.00633226	4.101670043	6.33E-5	0.011010458	1.562861945	4.19877	4.19877
MIR4435-2HG	0.648150395	0.280804272	1.015496519	9.337925324	3.482776348	6.3E-4	0.028056517	-0.470630092	3.200813	3.200813
MOXD1	0.853777887	0.42581514	1.281740633	8.831433265	3.937895561	1.19E-4	0.014101297	0.997962484	3.923026	3.923026
NAMPTP1	0.70775101	0.292876736	1.122625285	10.69977803	3.367357683	9.37E-4	0.033133965	-0.81859131	3.028237	3.028237
NDRG1	0.545558768	0.210988789	0.880128748	11.44115341	3.218695019	0.001540254	0.042292837	-1.251726074	2.812408	2.812408
OCIAD2	0.64401919	0.237594561	1.050443819	9.645735482	3.127836533	0.002069594	0.048403952	-1.507982402	2.684115	2.684115
OSMR	0.634496206	0.265123191	1.003869221	9.045036419	3.390698096	8.65E-4	0.031952915	-0.749043226	3.062784	3.062784
PAXIP1-AS2	0.564248328	0.356332801	0.772163854	7.593522585	5.356839275	2.7E-7	9.67E-4	6.473538325	6.569223	6.569223
PCOLCE	0.61410758	0.246252067	0.981963093	8.663327	3.295280939	0.001194861	0.037168459	-1.030722278	2.922683	2.922683
PCOLCE2	0.740230004	0.298610942	1.181849065	7.0554894	3.308598977	0.001142727	0.036466098	-0.991826805	2.942057	2.942057
PDGFA	0.529316895	0.237056613	0.821577177	9.167107566	3.574960227	4.55E-4	0.024560063	-0.185489283	3.341761	3.341761
PDIA4	0.607876267	0.374273315	0.841479219	9.904524431	5.136438813	7.55E-7	0.00162742	5.541774858	6.121937	6.121937
PDLIM4	0.640141942	0.303408712	0.976875172	8.82121353	3.752455615	2.39E-4	0.018826573	0.381310513	3.620833	3.620833
PDPN	1.24158931	0.763587809	1.71959081	9.976148417	5.127125662	7.88E-7	0.00162742	5.503014053	6.103312	6.103312
PLA2G2A	0.821119018	0.313170165	1.32906787	8.87338661	3.190886706	0.001687138	0.044343501	-1.330843013	2.772849	2.772849
PLAT	0.609377698	0.223288318	0.995467078	9.447570489	3.115472753	0.002153423	0.049260984	-1.542351792	2.666871	2.666871
PLOD2	0.621726238	0.261410646	0.982041829	9.966787519	3.405974541	8.21E-4	0.031455515	-0.703298314	3.085493	3.085493
PLP2	0.641143097	0.325789309	0.956496884	9.580357999	4.013120282	8.94E-5	0.012415717	1.255097946	4.04866	4.04866
PPIC	0.526751208	0.228066588	0.825435827	8.904403778	3.481111532	6.33E-4	0.028056517	-0.475720941	3.198293	3.198293
PYGL	0.541335924	0.256336977	0.826334872	9.054294562	3.749288419	2.42E-4	0.018826573	0.370994037	3.615765	3.615765
RAB34	0.757967182	0.418104483	1.097829881	9.732830182	4.402224214	1.88E-5	0.008062044	2.647488195	4.72585	4.72585
RARRES2	0.731193765	0.398294448	1.064093082	8.510897658	4.335556324	2.47E-5	0.008361132	2.401653211	4.606624	4.606624
RBP1	0.753726151	0.315988299	1.191464003	9.746768285	3.398793186	8.42E-4	0.031557675	-0.724824859	3.074808	3.074808
RIPOR3	0.560161015	0.256195206	0.864126825	7.211528769	3.637587108	3.64E-4	0.022187569	0.011845358	3.439079	3.439079
RNASE4	0.584807285	0.26899631	0.900618259	7.719609229	3.65519721	3.41E-4	0.021745852	0.067857434	3.46667	3.46667
S100A11	0.551387042	0.218704455	0.884069629	9.963650486	3.271536301	0.001293347	0.03815349	-1.099728694	2.888285	2.888285
SAMD9L	0.542794379	0.267884909	0.817703848	8.523537074	3.89736337	1.39E-4	0.015002335	0.861074354	3.856058	3.856058
SEC61G	0.717047475	0.332442121	1.101652828	11.72371958	3.680084938	3.12E-4	0.021042108	0.147407238	3.505833	3.505833
SERPING1	0.722839966	0.350064559	1.095615374	9.89460121	3.827543724	1.81E-4	0.016670718	0.628025511	3.7419	3.7419
SERPINH1	0.621159052	0.306355649	0.935962454	9.672065365	3.894831359	1.41E-4	0.015002335	0.852561875	3.851892	3.851892
SHOX2	0.782338462	0.398367445	1.16630948	7.935306033	4.021809493	8.64E-5	0.012082554	1.285056122	4.063284	4.063284
SLC2A10	0.747845576	0.39677861	1.098912541	8.361092072	4.204818176	4.2E-5	0.010515746	1.928199211	4.376625	4.376625
SMIM3	0.69318719	0.327619993	1.058754386	9.415815685	3.74290296	2.48E-4	0.01885335	0.35021696	3.605558	3.605558
SPATA6	0.54148085	0.267969855	0.814991845	8.310448321	3.907811166	1.34E-4	0.014728361	0.896247584	3.873272	3.873272
STEAP3	0.597695891	0.282464302	0.912927479	9.088087254	3.742620542	2.48E-4	0.01885335	0.349298711	3.605107	3.605107
TAGLN2	0.627327829	0.338559386	0.916096273	10.66044583	4.28815109	3.0E-5	0.008731532	2.2286502	4.522641	4.522641
TAGLN2P1	0.6323635	0.342617214	0.922109786	10.65780668	4.307984924	2.77E-5	0.008514661	2.300849657	4.557698	4.557698
TGIF1	0.520835462	0.236118356	0.805552568	8.731661222	3.610873238	4.0E-4	0.023426215	-0.072684982	3.397413	3.397413
TMEM158	0.632795433	0.261294346	1.00429652	10.66306083	3.362238406	9.53E-4	0.033319571	-0.833789631	3.020683	3.020683
TOM1L1	0.530940728	0.252323038	0.809558419	7.18624159	3.761513379	2.32E-4	0.018826573	0.410854557	3.635342	3.635342
TRIP6	0.615152698	0.368569439	0.861735957	9.854697097	4.924301124	1.98E-6	0.002810403	4.671510703	5.703376	5.703376
TSTD1	0.838943968	0.471373333	1.206514603	8.24935522	4.505234537	1.22E-5	0.006334628	3.033090002	4.912615	4.912615
UPP1	0.568302011	0.259985312	0.87661871	8.685397141	3.638374528	3.63E-4	0.022187569	0.014344998	3.440311	3.440311
VEGFA	0.778333378	0.344002265	1.212664491	11.81508198	3.537284345	5.2E-4	0.025742514	-0.302797247	3.283823	3.283823
ZNF217	0.523732342	0.20836292	0.839101765	8.058889536	3.278046188	0.001265619	0.038135165	-1.080853136	2.897697	2.897697
