Validation dataset1 - LIMMA OF TCGA-GBM microarray Dataset										
ID	logFC	CI.025	CI.975	AveExpr	t	P.Value	adj.P.Val	B	modLog10P	signLog10P
FAM189B	-0.267834489	-0.389540232	-0.146128745	7.106086091	-4.329525224	2.00E-05	0.003219122	2.575354232	4.699339	-4.699339
IQSEC2	-0.30156307	-0.438899796	-0.164226343	4.633824378	-4.319926038	2.08E-05	0.003219122	2.538067828	4.681472	-4.681472
PAMR1	0.793721562	0.43234951	1.155093614	8.114622451	4.321141264	2.07E-05	0.003219122	2.54278412	4.683732	4.683732
PAQR5	-0.147950701	-0.215314435	-0.080586967	3.901255696	-4.320914992	2.07E-05	3.22E-03	2.541905869	4.683311	-4.683311
PDGFA	0.825136666	0.449456895	1.200816437	8.431867976	4.321086132	2.07E-05	0.003219122	2.542570128	4.68363	4.68363
PMP22	0.635145566	0.3456095	0.924681633	11.26184804	4.31574175	2.12E-05	0.003228813	2.521837582	4.673694	4.673694
SMC3	-0.443934587	-0.646383208	-0.241485967	8.30256725	-4.314088088	2.13E-05	0.003228813	2.515427106	4.670621	-4.670621
SCG5	1.005213424	0.545447624	1.464979224	10.06732306	4.301366659	2.25E-05	0.003336619	2.466184766	4.647018	4.647018
SEPHS1	-0.390344226	-0.568869843	-0.211818609	7.818365297	-4.301620221	2.25E-05	0.003336619	2.467165001	4.647487	-4.647487
FBLN5	0.910441335	0.492678891	1.328203778	6.975708439	4.287532448	2.39E-05	3.50E-03	2.412781244	4.621413	4.621413
LGALS3	0.82951087	0.448131414	1.210890326	11.62437168	4.279072397	2.48E-05	3.56E-03	2.380198451	4.605787	4.605787
MTPAP	-0.394755568	-0.576242525	-0.213268612	6.618600018	-4.279250345	2.48E-05	0.003555436	2.380883209	4.606116	-4.606116
ACTR5	-0.299848731	-0.438186498	-0.161510965	5.913736892	-4.26428579	2.64E-05	0.003747047	2.323386814	4.578537	-4.578537
PHF11	0.538278178	0.289133777	0.787422578	8.586673182	4.250504598	2.80E-05	3.93E-03	2.270595223	4.553208	4.553208
CHST2	0.644225263	0.345351811	0.943098716	8.310002676	4.240677624	2.92E-05	0.004017393	2.233043747	4.535186	4.535186
NAMPT	0.774794551	0.415469789	1.134119312	10.52080438	4.242132791	2.90E-05	0.004017393	2.238599454	4.537853	4.537853
CAST	0.406277153	0.217191914	0.595362391	9.311111834	4.227169105	3.09E-05	4.21E-03	2.181550192	4.510469	4.510469
PARVA	0.425246049	0.22678546	0.623706637	7.796261095	4.215517137	3.24E-05	0.004379413	2.137251057	4.489199	4.489199
PCBP3	-0.246970406	-0.362372441	-0.131568371	4.399941008	-4.210331535	3.31E-05	0.004432721	2.117571117	4.479748	-4.479748
EIF4EBP2	-0.287431686	-0.421850228	-0.153013145	6.926503985	-4.206881826	3.36E-05	0.004454472	2.104491029	4.473466	-4.473466
TMBIM1	0.44999259	0.23939236	0.66059282	8.48455405	4.203696647	3.41E-05	0.004471735	2.092422421	4.46767	4.46767
CHMP2A	0.326112516	0.173392001	0.478833032	10.23903752	4.201021791	3.45E-05	0.004479847	2.082293708	4.462805	4.462805
NAMPTP1	0.790661221	0.418873024	1.162449419	10.44658906	4.183884508	3.70E-05	0.004767965	2.0175373	4.431695	4.431695
GIT1	-0.229829989	-0.338407177	-0.121252801	5.951539868	-4.164404954	4.01E-05	0.00512351	1.944216802	4.396458	-4.396458
LAP3	0.416741104	0.219663632	0.613818576	10.36142352	4.160199932	4.08E-05	0.005166431	1.928429279	4.388869	4.388869
ACSS3	0.792373699	0.415752846	1.168994552	6.537102421	4.139144011	4.46E-05	0.005312797	1.849590211	4.35096	4.35096
AK4	0.58035595	0.304355377	0.856356523	9.009076475	4.136845532	4.50E-05	0.005312797	1.841005721	4.346831	4.346831
AK4P1	0.58035595	0.304355377	0.856356523	9.009076475	4.136845532	4.50E-05	0.005312797	1.841005721	4.346831	4.346831
AK4P3	0.58035595	0.304355377	0.856356523	9.009076475	4.136845532	4.50E-05	5.31E-03	1.841005721	4.346831	4.346831
C19orf66	0.419566218	0.219875008	0.619257428	8.63580715	4.133580616	4.56E-05	0.005312797	1.828819052	4.34097	4.34097
CLIP1	0.322561085	0.168789253	0.476332917	8.674275283	4.126862801	4.69E-05	0.005312797	1.803771102	4.328921	4.328921
DDX6	-0.265142016	-0.39149251	-0.138791521	4.761122432	-4.128444552	4.66E-05	0.005312797	1.809665517	4.331757	-4.331757
ECD	-0.338956331	-0.499691513	-0.178221149	7.096880129	-4.14875369	4.28E-05	0.005312797	1.885527132	4.368242	-4.368242
FAM13C	-0.17576132	-0.259246002	-0.092276638	3.733229296	-4.141916667	4.41E-05	0.005312797	1.859951359	4.355943	-4.355943
GBP1P1	0.818297813	0.428891338	1.207704287	9.242998334	4.134215106	4.55E-05	0.005312797	1.831186684	4.342109	4.342109
HSPA5	0.368535557	0.192866383	0.544204731	11.56291246	4.127325152	4.68E-05	0.005312797	1.805493848	4.32975	4.32975
MDK	0.724495446	0.380707075	1.068283816	7.652468307	4.146000266	4.33E-05	0.005312797	1.875222656	4.363287	4.363287
VPS53	-0.145867119	-0.21541168	-0.076322559	4.064363495	-4.126473742	4.70E-05	0.005312797	1.802321577	4.328224	-4.328224
LARP4B	-0.364017076	-0.537754823	-0.19027933	5.869282969	-4.122042078	4.78E-05	0.005367176	1.785819073	4.320284	-4.320284
DCLRE1B	-0.259350519	-0.383198373	-0.135502665	5.61622926	-4.119869727	4.83E-05	0.005372132	1.777735525	4.316395	-4.316395
B2M	0.247010713	0.128985295	0.365036131	13.32296067	4.117419229	4.88E-05	5.38E-03	1.768621542	4.31201	4.31201
GBP1	0.815281288	0.425371198	1.205191377	9.245447624	4.113654836	4.95E-05	5.42E-03	1.754630322	4.305278	4.305278
REM1	-0.266133856	-0.393570693	-0.13869702	4.91294578	-4.1085634	5.06E-05	0.005496193	1.735725062	4.29618	-4.29618
NMI	0.487875269	0.254139022	0.721611515	8.095450878	4.106459889	5.10E-05	0.005500957	1.727920531	4.292424	4.292424
PI15	-0.175330417	-0.259373089	-0.091287746	3.699446323	-4.104329919	5.14E-05	0.005506635	1.720021478	4.288622	-4.288622
BST2	0.751715034	0.390176229	1.113253839	7.148111656	4.090563749	5.44E-05	0.005761677	1.66905776	4.26409	4.26409
TNFAIP6	0.945078124	0.490430978	1.39972527	8.028520015	4.089574171	5.47E-05	0.005761677	1.665400154	4.262329	4.262329
GFRA1	-0.232090799	-0.343814033	-0.120367566	3.970668135	-4.086949529	5.53E-05	0.005777551	1.655702985	4.25766	-4.25766
PTX3	1.228778437	0.637023509	1.820533366	7.419771121	4.08523031	5.56E-05	0.005777551	1.649354075	4.254603	4.254603
DHRS2	-0.438488936	-0.649860433	-0.227117439	4.411516816	-4.081286318	5.65E-05	5.82E-03	1.634798333	4.247595	-4.247595
HIST3H2A	-0.826056166	-1.224579677	-0.427532654	7.404891095	-4.077936661	5.73E-05	0.005822173	1.622445952	4.241646	-4.241646
TCTN1	0.381021233	0.197279531	0.564762934	6.360574249	4.079681809	5.69E-05	0.005822173	1.628880324	4.244745	4.244745
FBXO17	0.48824165	0.252287698	0.724195602	6.054929961	4.070918574	5.90E-05	0.005825871	1.596595147	4.229196	4.229196
Mar-08	-0.463998387	-0.688139027	-0.239857747	6.724051238	-4.07268397	5.86E-05	0.005825871	1.603094146	4.232326	-4.232326
PLA2G5	1.215585542	0.628150298	1.803020786	7.347828274	4.071086918	5.90E-05	0.005825871	1.597214768	4.229495	4.229495
PPP1CB	0.290412087	0.150057491	0.430766682	10.28573073	4.07073563	5.90E-05	0.005825871	1.595921815	4.228872	4.228872
C5orf15	0.251851104	0.130061988	0.373640219	9.583209948	4.068367991	5.96E-05	5.84E-03	1.587210085	4.224676	4.224676
TMEM176B	0.888372106	0.457383819	1.319360393	8.50824814	4.055218821	6.29E-05	0.006119388	1.538910471	4.201408	4.201408
LGSN	-0.199689946	-0.296921654	-0.102458238	3.607347627	-4.040481579	6.68E-05	0.006407399	1.484944383	4.175402	-4.175402
SWAP70	0.450254399	0.231107847	0.66940095	8.030284389	4.042110395	6.63E-05	0.006407399	1.490900246	4.178273	4.178273
PRH1	-0.15517005	-0.230956211	-0.07938389	3.823654047	-4.028124125	7.02E-05	0.00659987	1.43982888	4.153655	-4.153655
PRH2	-0.15517005	-0.230956211	-0.07938389	3.823654047	-4.028124125	7.02E-05	0.00659987	1.43982888	4.153655	-4.153655
SIRT4	-0.20157872	-0.300011787	-0.103145652	4.026282095	-4.028918772	7.00E-05	0.00659987	1.442726297	4.155052	-4.155052
AMH	-0.232736568	-0.346478101	-0.118995035	4.092953794	-4.025597925	7.09E-05	0.006622927	1.430621333	4.149216	-4.149216
CPSF1	-0.286367807	-0.426552935	-0.146182679	7.429709602	-4.018899064	7.29E-05	0.006714596	1.406230338	4.137455	-4.137455
MIR939	-0.286367807	-0.426552935	-0.146182679	7.429709602	-4.018899064	7.29E-05	0.006714596	1.406230338	4.137455	-4.137455
IMPACT	0.357878886	0.182238927	0.533518845	6.779732215	4.008645003	7.59E-05	0.006952239	1.368965406	4.119484	4.119484
HFE	0.395688428	0.201357548	0.590019308	6.280079628	4.005865653	7.68E-05	0.006984601	1.35887955	4.114619	4.114619
CBLIF	-0.153681655	-0.229209121	-0.07815419	3.777422116	-4.003150926	7.76E-05	0.007015543	1.34903428	4.10987	-4.10987
CSTF2	-0.270561103	-0.403635922	-0.137486284	6.570658804	-3.99994779	7.87E-05	0.007060743	1.337425463	4.10427	-4.10427
KNOP1	-0.372601001	-0.556095705	-0.189106298	6.458097009	-3.994894661	8.03E-05	0.00715953	1.319128912	4.095443	-4.095443
XKR8	0.259811251	0.131804912	0.38781759	7.197364445	3.993110469	8.08E-05	0.007165129	1.312673619	4.092328	4.092328
TMBIM6	0.242879537	0.123048103	0.36271097	11.21820272	3.987539687	8.27E-05	0.007280881	1.292534979	4.082611	4.082611
GRM8	-0.201898401	-0.301750487	-0.102046315	4.025859573	-3.977961578	8.59E-05	0.007491993	1.257968885	4.065929	-4.065929
PRDM8	-0.129432399	-0.193456313	-0.065408485	3.561637131	-3.977275045	8.62E-05	0.007491993	1.255494159	4.064735	-4.064735
FAM172A	0.35431545	0.178806469	0.529824431	8.997850857	3.971692283	8.81E-05	0.007520327	1.235384429	4.055028	4.055028
MYD88	0.373388672	0.188439345	0.558337998	8.463465507	3.971853591	8.80E-05	0.007520327	1.23596512	4.055308	4.055308
RNU6-172P	-0.165188397	-0.246991943	-0.083384851	3.956931474	-3.972759336	8.77E-05	0.007520327	1.239226104	4.056882	-4.056882
ATP13A3	0.347186234	0.174754881	0.519617587	7.710496882	3.961239577	9.19E-05	0.007653372	1.197801112	4.036883	4.036883
RNU1-123P	0.768913137	0.387163723	1.150662552	6.364328972	3.962632066	9.13E-05	0.007653372	1.202802729	4.039298	4.039298
TPPP3	0.768913137	0.387163723	1.150662552	6.364328972	3.962632066	9.13E-05	0.007653372	1.202802729	4.039298	4.039298
ZSWIM8	-0.322245494	-0.482264952	-0.162226037	7.303154336	-3.961858017	9.16E-05	0.007653372	1.200022263	4.037955	-4.037955
LDHA	0.43877299	0.220546868	0.656999113	12.5107379	3.955651265	9.39E-05	0.007733347	1.177744661	4.027198	4.027198
NEUROG1	-0.141756221	-0.212237356	-0.071275087	3.878836664	-3.95689102	9.35E-05	0.007733347	1.182191936	4.029345	-4.029345
IGFBP5	0.703148253	0.353258671	1.053037835	11.61632129	3.953672919	9.47E-05	0.007748743	1.170650504	4.023772	4.023772
HBZ	-0.30961584	-0.464218538	-0.155013143	3.746294248	-3.939952194	1.00E-04	0.008088615	1.121537465	4.000049	-4.000049
HBZP1	-0.30961584	-0.464218538	-0.155013143	3.746294248	-3.939952194	1.00E-04	0.008088615	1.121537465	4.000049	-4.000049
GPRASP1	0.654749632	0.32756474	0.981934524	7.348148366	3.937013181	1.01E-04	0.008136343	1.111037382	3.994977	3.994977
CLEC5A	0.80355688	0.401500958	1.205612802	6.391468853	3.932013569	1.03E-04	8.16E-03	1.093191751	3.986354	3.986354
FGFR3	1.072661733	0.536319118	1.609004349	7.999397314	3.934642961	1.02E-04	0.008160979	1.102574559	3.990888	3.990888
RECQL4	-0.25256903	-0.378943694	-0.126194367	4.853295242	-3.931922339	1.03E-04	0.008160979	1.092866304	3.986197	-3.986197
ERAP1	0.511510972	0.255242923	0.767779022	7.630028999	3.926859279	1.05E-04	0.008279502	1.074815463	3.977475	3.977475
SMAD7	-0.405780708	-0.60939174	-0.202169675	5.991299692	-3.920802233	1.08E-04	0.008432968	1.053248473	3.967052	-3.967052
ALDH1L1	0.864999338	0.429625735	1.30037294	7.212526477	3.908755711	1.13E-04	0.008573154	1.010444564	3.94636	3.94636
DNAJC28	-0.14699198	-0.220977348	-0.073006612	4.365244683	-3.90870281	1.13E-04	0.008573154	1.01025686	3.94627	-3.94627
DRAM1	0.541691248	0.269223703	0.814158794	6.955229332	3.91130684	1.12E-04	0.008573154	1.019499338	3.950738	3.950738
MAOB	0.966794278	0.480813786	1.452774771	10.01228909	3.9138131	1.11E-04	0.008573154	1.02840006	3.955041	3.955041
MTAP	-0.285474099	-0.429006364	-0.141941833	4.348304381	-3.912929454	1.11E-04	8.57E-03	1.025261295	3.953523	-3.953523
PLOD2	0.540590624	0.268464032	0.812717215	9.562045669	3.908250335	1.13E-04	0.008573154	1.008651459	3.945494	3.945494
ATP1B4	-0.104942172	-0.157860858	-0.052023486	3.384817416	-3.901448201	1.16E-04	0.008738236	0.984537458	3.933834	-3.933834
PHLDA3	0.316213978	0.156726793	0.475701163	5.523252577	3.900678168	1.17E-04	0.008738236	0.98181004	3.932515	3.932515
AKAP6	-0.351031191	-0.528561719	-0.173500664	4.560198292	-3.89007085	1.22E-04	0.008872569	0.944289005	3.914369	-3.914369
MT1M	1.042122605	0.515286841	1.56895837	9.137261103	3.891601971	1.21E-04	0.008872569	0.949699292	3.916986	3.916986
PLXNC1	0.479478444	0.237012548	0.721944341	7.450245965	3.890480768	1.22E-04	0.008872569	0.94573728	3.91507	3.91507
POSTN	1.764499024	0.872264255	2.656733793	8.590998518	3.890694466	1.21E-04	0.008872569	0.946492348	3.915435	3.915435
TLX3	-0.122554351	-0.184514262	-0.060594439	3.547147091	-3.891372379	1.21E-04	0.008872569	0.948887895	3.916594	-3.916594
TIMM23B	-0.404115954	-0.608590934	-0.199640974	7.238229898	-3.888218572	1.23E-04	0.008890909	0.937746468	3.911205	-3.911205
EIF4G2	0.30213271	0.149046961	0.455218459	11.49110533	3.882825121	1.25E-04	0.009012793	0.918712031	3.901997	3.901997
TSPAN15	-0.331153621	-0.49901949	-0.163287753	4.928843369	-3.881074277	1.26E-04	0.009012793	0.912538139	3.89901	-3.89901
ZMAT3	0.605766834	0.298675159	0.91285851	8.360006948	3.880809241	1.26E-04	0.009012793	0.911603778	3.898558	3.898558
HBQ1	-0.203780315	-0.307455939	-0.100104691	4.065013286	-3.866966572	1.33E-04	0.00941896	0.862883104	3.874983	-3.874983
LTF	1.680346936	0.825678461	2.53501541	8.293420825	3.867996932	1.33E-04	0.00941896	0.866504126	3.876735	3.876735
SIPA1L1	0.470662491	0.231110458	0.710214524	7.447172479	3.865401191	1.34E-04	0.009429	0.857383519	3.872321	3.872321
NCOA4	-0.253038055	-0.381889538	-0.124186572	10.77500144	-3.863503122	1.35E-04	0.009449106	0.850717824	3.869095	-3.869095
TOP3B	-0.157238945	-0.237332994	-0.077144896	4.169767893	-3.862288596	1.36E-04	0.009449106	0.846454172	3.867031	-3.867031
DPYD	0.75176643	0.368676092	1.134856768	8.607812756	3.860704642	1.37E-04	0.009460526	0.840895453	3.864341	3.864341
PJA2	0.382930175	0.187718248	0.578142102	10.0499829	3.85920714	1.37E-04	0.009468974	0.835642032	3.861798	3.861798
RB1	0.424477732	0.207991459	0.640964004	8.905043233	3.857530754	1.38E-04	0.009484272	0.829763253	3.858952	3.858952
MEOX2	1.22620174	0.600270195	1.852133285	6.581427033	3.854073	1.40E-04	0.00951947	0.817644862	3.853085	3.853085
PPP1R37	-0.154410398	-0.233207686	-0.07561311	4.072346828	-3.855228476	1.40E-04	0.00951947	0.82169336	3.855045	-3.855045
