LIMMA FOR GSE DATASET										
ID	logFC	CI.025	CI.975	AveExpr	t	P.Value	adj.P.Val	B	modLog10P	signLog10P
AAMP	0.089418626	0.012620704	0.166216549	9.301920948	2.298284447	0.022753273	0.157639831	-3.538657018	1.642956	1.642956
AANAT	-0.01955446	-0.07051739	0.031408469	5.560024529	-0.757385015	0.44985914	0.699099881	-5.722519886	0.3469235	-0.3469235
AAR2	0.057969863	-0.033090919	0.149030646	8.980979109	1.256597397	0.210609246	0.475815976	-5.250910619	0.6765226	0.6765226
AARS	-0.048423418	-0.149509448	0.052662613	10.81376361	-0.945561005	0.34570355	0.612943594	-5.571886452	0.4612962	-0.4612962
AARS2	0.096486319	0.007956916	0.185015722	8.438029402	2.151312308	0.032851664	0.191689805	-3.838254677	1.483443	1.483443
AARSD1	-0.029179878	-0.11831046	0.059950704	7.815617212	-0.646222364	0.518999629	0.747840285	-5.795971114	0.284833	-0.284833
AASDH	0.009756531	-0.105865182	0.125378245	8.66888807	0.166564057	0.867909397	0.942614414	-5.97980918	0.06152561	0.06152561
AASDHPPT	-0.075085078	-0.209311634	0.059141477	10.81488907	-1.104181459	0.271062073	0.545673074	-5.41935787	0.5669312	-0.5669312
AASS	0.137525574	-0.072368893	0.347420041	7.821599745	1.293325184	0.197638886	0.460278561	-5.207128647	0.7041276	0.7041276
AATBC	0.007700102	-0.07701764	0.092417845	5.375354501	0.179410305	0.857827445	0.938960316	-5.977710893	0.06660006	0.06660006
AATF	0.002780093	-0.100982589	0.106542774	9.38259675	0.052886322	0.957884069	0.981843628	-5.991587838	0.01868705	0.01868705
AATK	-0.188636409	-0.381867331	0.004594514	9.659897614	-1.926966435	0.055637692	0.249044909	-4.259403406	1.254631	-1.254631
ABAT	-0.301708495	-0.575716181	-0.027700808	11.06783994	-2.17345198	0.031118221	0.185874568	-3.794316016	1.506985	-1.506985
ABCA1	0.246208956	-0.033527321	0.525945233	10.32797339	1.737321975	0.0841266	0.30321418	-4.580835953	1.075067	1.075067
ABCA11P	-0.013284185	-0.130012771	0.103444402	6.550280031	-0.22463785	0.822528579	0.924099697	-5.969084084	0.084849	-0.084849
ABCA12	-0.026337759	-0.067828424	0.015152905	4.212317445	-1.253007561	0.211909571	0.477583904	-5.255123608	0.6738494	-0.6738494
ABCA13	0.301576432	-0.001256662	0.604409525	4.433693995	1.965709439	0.050947599	0.23815375	-4.189823131	1.292876	1.292876
ABCA17P	-0.154530455	-0.32718102	0.01812011	6.471278844	-1.766734687	0.07905247	0.293200348	-4.533077821	1.102085	-1.102085
ABCA2	-0.199332703	-0.4914469	0.092781494	9.297077297	-1.346948989	0.179774764	0.439340094	-5.140988231	0.7452713	-0.7452713
ABCA3	-0.155208407	-0.274783797	-0.035633017	9.1517077	-2.562115436	0.011264213	0.108469945	-2.954600387	1.948299	-1.948299
ABCA4	-0.027543662	-0.090920096	0.035832771	6.780121388	-0.857865391	0.392164725	0.652980961	-5.646190973	0.4065315	-0.4065315
ABCA5	0.299581577	-0.014710652	0.613873806	7.003553595	1.881510807	0.06159781	0.260860606	-4.339351911	1.210435	1.210435
ABCA6	0.097795336	-0.039914336	0.235505008	5.361508728	1.401777087	0.162790039	0.41831424	-5.070647656	0.7883722	0.7883722
ABCA7	0.090450113	-0.021694639	0.202594865	7.000424516	1.592045285	0.113217026	0.348457205	-4.805366422	0.9460883	0.9460883
ABCA8	0.235089354	-0.180544819	0.650723527	8.889828411	1.116469781	0.265783729	0.540266802	-5.406570101	0.5754716	0.5754716
ABCA9	-0.072033654	-0.226430508	0.0823632	6.336007117	-0.920920747	0.358386113	0.623009305	-5.593486656	0.4456488	-0.4456488
ABCB1	-0.136395537	-0.341367795	0.068576721	7.388819889	-1.313500775	0.190769714	0.45173044	-5.182552317	0.7194906	-0.7194906
ABCB10	0.087703433	-0.087561794	0.262968659	7.538479871	0.987747846	0.324668405	0.593639866	-5.533595472	0.48856	0.48856
ABCB11	0.005243085	-0.044214986	0.054701156	5.724013975	0.209254588	0.834497985	0.929253718	-5.972234943	0.07857471	0.07857471
ABCB4	0.005727676	-0.172039521	0.183494873	7.123653155	0.063599261	0.949363427	0.978441034	-5.990998591	0.0225675	0.0225675
ABCB5	-0.016737637	-0.086332284	0.052857011	6.470366898	-0.474726595	0.635586137	0.824493361	-5.886565415	0.1968256	-0.1968256
ABCB6	0.010252401	-0.09760713	0.118111932	8.749200597	0.187625695	0.851392002	0.935770449	-5.976287348	0.06987043	0.06987043
ABCB7	0.060954283	-0.066618328	0.188526895	8.193567058	0.943131043	0.346941297	0.61386309	-5.574041684	0.459744	0.459744
ABCB8	0.082959292	-2.97E-04	0.166216022	7.742499612	1.966848654	0.050814905	0.238101344	-4.187757176	1.294009	1.294009
ABCB9	-0.063113949	-0.172373204	0.046145305	7.523523573	-1.140229781	0.255781318	0.530097211	-5.381449269	0.5921312	-0.5921312
ABCC1	0.138820794	-7.31E-05	0.277714669	9.146018041	1.972861896	0.050119322	0.235972993	-4.176833318	1.299995	1.299995
ABCC10	0.086324376	-0.03563564	0.208284392	8.769047772	1.397144209	0.164176225	0.420270831	-5.076697297	0.7846897	0.7846897
ABCC11	-0.072129207	-0.142679603	-0.001578811	7.471709953	-2.018073411	0.04514298	0.224473963	-4.093684079	1.34541	-1.34541
ABCC12	0.001017076	-0.120712668	0.122746819	6.126241917	0.016492321	0.986860809	0.99475514	-5.992780113	0.005744098	0.005744098
ABCC13	-0.096526307	-0.165260365	-0.02779225	5.813226505	-2.772036649	0.006186668	0.081852616	-2.448238004	2.208543	-2.208543
ABCC2	-0.028426964	-0.099294772	0.042440844	5.455376843	-0.791784034	0.42958097	0.684212059	-5.697449626	0.366955	-0.366955
ABCC3	0.670663038	0.287153742	1.054172333	9.636069559	3.451864462	7.01E-04	0.029517157	-0.56481415	3.154167	3.154167
ABCC4	-0.013611151	-0.192664088	0.165441786	7.421323922	-0.150050923	0.880900858	0.948587888	-5.982277597	0.05507297	-0.05507297
ABCC5	-0.040458186	-0.154565571	0.073649199	9.368876262	-0.699870862	0.484956717	0.722662424	-5.761966365	0.314297	-0.314297
ABCC6	0.026250352	-0.115573827	0.168074532	7.437852401	0.365350844	0.715299967	0.867565195	-5.929904862	0.1455118	0.1455118
ABCC6P1	0.026250352	-0.115573827	0.168074532	7.437852401	0.365350844	0.715299967	0.867565195	-5.929904862	0.1455118	0.1455118
ABCC6P2	0.026250352	-0.115573827	0.168074532	7.437852401	0.365350844	0.715299967	0.867565195	-5.929904862	0.1455118	0.1455118
ABCC8	-0.39085995	-0.640958113	-0.140761787	7.96169359	-3.084863331	0.002374656	0.052213315	-1.626921894	2.624399	-2.624399
ABCC9	-0.023947043	-0.158827097	0.110933011	5.961555461	-0.350452709	0.726429272	0.873826013	-5.934936466	0.1388067	-0.1388067
ABCD1	0.040164898	-0.059817267	0.140147063	8.096345945	0.792956548	0.428899348	0.683685379	-5.696575617	0.3676446	0.3676446
ABCD1P2	0.024439118	-0.037723456	0.086601693	6.101134645	0.776035872	0.43879726	0.689900881	-5.709064158	0.3577361	0.3577361
ABCD2	-0.055001147	-0.209356428	0.099354135	4.867840156	-0.703356505	0.482787881	0.721300106	-5.759663787	0.3162436	-0.3162436
ABCD3	0.22505331	0.072178515	0.377928104	10.52915173	2.905860589	0.00414606	0.067407915	-2.106545825	2.382364	2.382364
ABCD4	0.081596276	-0.034314151	0.197506702	8.56062072	1.38954652	0.166468892	0.422418962	-5.086576085	0.7786669	0.7786669
ABCE1	0.101170111	-0.043502828	0.245843049	9.494380185	1.380353052	0.169275469	0.426178217	-5.098459434	0.771406	0.771406
ABCF1	0.047194779	-0.060725478	0.155115036	9.822284567	0.86320957	0.389228463	0.650656525	-5.641867636	0.4097954	0.4097954
ABCF2	0.231313355	0.096747846	0.365878864	9.385986379	3.393065215	8.58E-04	0.031804546	-0.741966606	3.066298	3.066298
ABCF3	0.08500998	0.007824086	0.162195874	8.517244224	2.173988463	0.031077219	0.185772899	-3.793246039	1.507558	1.507558
ABCG1	-0.102169596	-0.299556895	0.095217703	8.410628272	-1.021710202	0.308357921	0.579929488	-5.501570062	0.5109449	-0.5109449
ABCG2	-0.275973489	-0.524184945	-0.027762034	8.812097879	-2.194677953	0.02953124	0.179518098	-3.751792473	1.529718	-1.529718
ABCG4	-0.091756889	-0.192126669	0.008612891	6.837040408	-1.804516942	0.072905746	0.282463841	-4.470598687	1.137238	-1.137238
ABCG5	-0.022829468	-0.076609809	0.030950873	5.056108697	-0.837910249	0.403247971	0.66181121	-5.662099103	0.3944278	-0.3944278
ABCG8	0.015337876	-0.039874416	0.070550169	5.467996849	0.548346042	0.584167782	0.791215986	-5.851058125	0.2334624	0.2334624
ABHD1	-0.024403072	-0.094214755	0.045408611	7.060414953	-0.689988172	0.491134763	0.726102952	-5.768432941	0.3087993	-0.3087993
ABHD10	-0.047669064	-0.155844618	0.06050649	9.438841715	-0.869826742	0.385611533	0.647731086	-5.636477612	0.41385	-0.41385
ABHD11	0.02919326	-0.022999229	0.081385749	8.886862496	1.104078213	0.271106727	0.545711932	-5.419464723	0.5668597	0.5668597
ABHD12	0.022271864	-0.118793605	0.163337332	10.08069227	0.311645675	0.755688551	0.890851683	-5.947060929	0.1216572	0.1216572
ABHD12B	-0.033621821	-0.115343925	0.048100283	4.445119672	-0.81209522	0.417863375	0.673323378	-5.682127964	0.3789657	-0.3789657
ABHD13	-0.07865543	-0.228050097	0.070739238	5.339837915	-1.039247217	0.300153513	0.572067386	-5.484614855	0.5226566	-0.5226566
ABHD14A	-0.068455608	-0.228836506	0.09192529	8.52302432	-0.842522776	0.400669456	0.659667534	-5.658454997	0.3972138	-0.3972138
ABHD14A-ACY1	0.086737996	-0.025739701	0.199215693	8.304679248	1.522187769	0.129804732	0.373458089	-4.906573514	0.8867095	0.8867095
ABHD14B	0.193655974	0.033101979	0.354209969	8.902008974	2.380866482	0.018368996	0.140166961	-3.362185105	1.735915	1.735915
ABHD15	0.202921465	0.052494084	0.353348846	6.74766355	2.662725216	0.008489342	0.094832163	-2.716466713	2.071126	2.071126
ABHD16A	0.160278516	0.058767032	0.26179	8.772001582	3.116631054	0.002145438	0.049235152	-1.539137014	2.668484	2.668484
ABHD16B	-0.002733279	-0.077809925	0.072343366	5.421811047	-0.071862847	0.942794839	0.975748916	-5.990470026	0.0255828	-0.0255828
ABHD17A	-0.011123681	-0.116859134	0.094611773	10.39430185	-0.207660137	0.835740861	0.929477204	-5.972548753	0.07792836	-0.07792836
ABHD17AP1	-0.011123681	-0.116859134	0.094611773	10.39430185	-0.207660137	0.835740861	0.929477204	-5.972548753	0.07792836	-0.07792836
ABHD17AP3	-0.011123681	-0.116859134	0.094611773	10.39430185	-0.207660137	0.835740861	0.929477204	-5.972548753	0.07792836	-0.07792836
ABHD17AP6	-0.011123681	-0.116859134	0.094611773	10.39430185	-0.207660137	0.835740861	0.929477204	-5.972548753	0.07792836	-0.07792836
ABHD17B	-0.092677826	-0.265926026	0.080570373	9.098106652	-1.055923285	0.292489262	0.564982367	-5.468227968	0.5338901	-0.5338901
ABHD17C	0.219132223	0.005830026	0.432434419	8.915171811	2.027851619	0.044123822	0.221659134	-4.075465173	1.355327	1.355327
ABHD18	0.013976228	-0.074511954	0.102464411	8.218795724	0.311766872	0.755596594	0.890792063	-5.947025274	0.12171	0.12171
ABHD2	-0.063056639	-0.230776792	0.104663513	10.16100331	-0.742114351	0.459033752	0.706554204	-5.73329496	0.3381554	-0.3381554
ABHD3	0.028802175	-0.130658072	0.188262423	9.102647582	0.356531672	0.721880929	0.87142266	-5.93290865	0.1415344	0.1415344
ABHD4	-0.035399007	-0.160312447	0.089514432	9.674451903	-0.559380308	0.576632374	0.786154188	-5.845297403	0.239101	-0.239101
ABHD5	-0.131694359	-0.257655173	-0.005733546	7.87219833	-2.063749467	0.040548619	0.212513786	-4.007862808	1.392024	-1.392024
ABHD6	-0.230958325	-0.429893073	-0.032023577	8.503913354	-2.291649694	0.023142403	0.159157627	-3.552582115	1.635592	-1.635592
ABHD8	0.029020943	-0.095109013	0.153150898	7.954869246	0.461487746	0.645033815	0.830172669	-5.892410109	0.1904175	0.1904175
ABI1	-0.281598872	-0.446276071	-0.116921673	9.751707218	-3.375380183	9.12E-04	0.032877432	-0.794733425	3.040091	-3.040091
ABI2	-0.042438539	-0.152883807	0.068006728	11.15517363	-0.758470293	0.44921112	0.698729574	-5.721745814	0.3475495	-0.3475495
ABI3	0.032395338	-0.052705398	0.117496074	8.098426973	0.751405649	0.453438994	0.701453667	-5.726764924	0.3434811	0.3434811
ABI3BP	-0.10405902	-0.615423232	0.407305193	7.841805722	-0.401674866	0.688423689	0.853615216	-5.916760702	0.1621442	-0.1621442
ABL1	0.144623763	0.001991966	0.287255561	10.27238071	2.00146759	0.046919633	0.228815591	-4.124432427	1.328645	1.328645
ABL2	-0.068105237	-0.182883695	0.046673221	9.24219864	-1.171238615	0.243128462	0.515662733	-5.34788169	0.6141642	-0.6141642
ABLIM1	-0.374135198	-0.590090932	-0.158179464	10.68344158	-3.419708481	7.83E-04	0.030821256	-0.662020591	3.105973	-3.105973
ABLIM2	-0.140583709	-0.338746889	0.057579471	7.667310519	-1.40035224	0.163215411	0.418957183	-5.072510311	0.7872388	-0.7872388
ABLIM3	-0.387176706	-0.6070643	-0.167289112	8.100360747	-3.475631715	6.46E-04	0.028191097	-0.492462929	3.190004	-3.190004
ABO	0.045831872	-0.021219685	0.112883429	7.165541606	1.349223789	0.179044622	0.438515704	-5.138124352	0.7470387	0.7470387
ABR	-0.149536254	-0.314106647	0.015034139	10.24408796	-1.793577087	0.074643554	0.285852543	-4.488820203	1.127008	-1.127008
ABRA	0.032725371	-0.012958019	0.078408762	4.693784205	1.41400685	0.159173611	0.41376297	-5.054584075	0.7981289	0.7981289
ABRACL	0.244556541	0.012227196	0.476885887	7.848853177	2.077784355	0.039219774	0.209340804	-3.981126523	1.406495	1.406495
ABRAXAS1	-0.016338706	-0.147579343	0.114901932	6.816008454	-0.245739275	0.806178064	0.915798243	-5.96439882	0.09356902	-0.09356902
ABRAXAS2	-0.140249375	-0.212985516	-0.067513235	8.634241265	-3.806062704	1.96E-04	0.017491059	0.557029327	3.707084	-3.707084
ABT1	0.043813325	-0.035374583	0.123001233	8.455150742	1.092125626	0.276310536	0.550259635	-5.431768218	0.5586026	0.5586026
ABTB1	0.023002648	-0.13096454	0.176969836	8.27942233	0.294900098	0.768427071	0.89876952	-5.951854304	0.1143973	0.1143973
ABTB2	-0.03454455	-0.14033357	0.07124447	7.943889818	-0.644561258	0.520073218	0.748443229	-5.796980965	0.2839355	-0.2839355
ACAA1	0.038363167	-0.057451009	0.134177342	9.300920884	0.790332671	0.430425575	0.684741786	-5.698529717	0.3661019	0.3661019
ACAA2	0.283306214	0.096948165	0.469664264	9.334875711	3.0007734	0.003094942	0.058853114	-1.8554256	2.509347	2.509347
ACACA	-0.109907215	-0.244153939	0.024339509	10.21639238	-1.616023845	0.107928209	0.339956487	-4.769612558	0.966865	-0.966865
ACACB	-0.05260019	-0.133035961	0.027835581	9.116698305	-1.29081303	0.198506822	0.460905819	-5.210162675	0.7022246	-0.7022246
ACAD10	0.008194876	-0.06621501	0.082604762	7.21173558	0.217388722	0.828163972	0.926505404	-5.970596698	0.08188367	0.08188367
ACAD11	0.115883265	-0.018227935	0.249994465	8.884223981	1.705614704	0.089891243	0.312131819	-4.631454501	1.046283	1.046283
ACAD8	0.154019048	0.01700808	0.291030016	9.013238808	2.218933864	0.027804133	0.174188521	-3.702722433	1.555891	1.555891
ACAD9	0.031518524	-0.059900067	0.122937115	9.168479915	0.680544621	0.497077907	0.730434709	-5.774526752	0.3035755	0.3035755
ACADL	0.099386679	-0.068502045	0.267275402	5.852367293	1.168508586	0.24422428	0.516420785	-5.350872548	0.6122112	0.6122112
ACADM	0.082834908	-0.050583514	0.216253329	10.42786523	1.225526912	0.222057985	0.490215234	-5.286982823	0.6535336	0.6535336
ACADS	0.051666076	-0.028528556	0.131860707	8.013251547	1.271702238	0.205201698	0.469612136	-5.233054291	0.687819	0.687819
ACADSB	-0.379224885	-0.566186298	-0.192263472	7.679977485	-4.003779068	9.27E-05	0.012508641	1.222950874	4.032964	-4.032964
ACADVL	0.115922579	-0.030324144	0.262169301	10.73585277	1.564613767	0.11951783	0.3580152	-4.845633534	0.9225673	0.9225673
ACAN	-0.013620174	-0.139156201	0.111915852	7.873653391	-0.214160581	0.830676387	0.927396914	-5.97125433	0.08056813	-0.08056813
ACAP1	-0.021858513	-0.130348491	0.086631465	6.981285676	-0.397700603	0.691345738	0.854427858	-5.918259363	0.1603047	-0.1603047
ACAP2	-0.007666221	-0.153151045	0.137818604	9.479754333	-0.104013304	0.917280393	0.964695024	-5.987800109	0.03749789	-0.03749789
ACAP3	-0.084514438	-0.287980972	0.118952096	9.850838341	-0.819904325	0.413409305	0.669604868	-5.676134754	0.3836198	-0.3836198
ACAT1	-0.019434373	-0.152970149	0.114101402	10.33967044	-0.287275219	0.774248593	0.901298317	-5.953949305	0.1111196	-0.1111196
ACAT2	-0.114113596	-0.273428084	0.045200891	8.834609415	-1.413863159	0.159215743	0.413772556	-5.054773601	0.798014	-0.798014
ACBD3	0.020253183	-0.080746048	0.121252414	9.579406805	0.395822497	0.69272822	0.854781752	-5.918962405	0.1594371	0.1594371
ACBD4	0.014410298	-0.090728804	0.1195494	8.278589786	0.270541545	0.787069145	0.907080545	-5.95835484	0.1039871	0.1039871
ACBD5	-0.328779235	-0.51007555	-0.147482919	9.960222308	-3.57965078	4.48E-04	0.02433672	-0.17081055	3.349006	-3.349006
ACBD6	-0.024470959	-0.128301717	0.079359798	8.955072341	-0.465211274	0.642370648	0.82805381	-5.890782907	0.1922143	-0.1922143
ACCS	0.211484778	0.054436691	0.368532865	8.114036405	2.658102484	0.008601901	0.095593456	-2.727592644	2.065406	2.065406
ACD	-0.049948567	-0.162779978	0.062882844	8.722809601	-0.873812539	0.383442937	0.64641073	-5.6332113	0.4162993	-0.4162993
ACE	0.087299945	-0.08187557	0.25647546	7.221773679	1.018595423	0.309830623	0.581538667	-5.504551719	0.5088757	0.5088757
ACE2	-0.14400448	-0.216721136	-0.071287824	6.133613531	-3.909015237	1.33E-04	0.014728361	0.900306169	3.875257	-3.875257
ACER1	-0.001883398	-0.068792956	0.065026159	5.857941503	-0.055562183	0.955755303	0.981159045	-5.991450811	0.01965328	-0.01965328
ACER3	-0.146024132	-0.292643479	5.95E-04	9.692270794	-1.965887268	0.050926867	0.238132641	-4.189500715	1.293053	-1.293053
ACHE	0.083663373	-0.113945957	0.281272703	7.311906758	0.83570535	0.404484098	0.663031122	-5.663834067	0.3930985	0.3930985
ACIN1	0.060642246	-0.050115055	0.171399547	8.573379027	1.080757286	0.28132335	0.554750962	-5.443347866	0.5507942	0.5507942
ACKR1	-0.01405339	-0.24184052	0.21373374	7.612861309	-0.121780339	0.903215637	0.957607034	-5.985905946	0.04420855	-0.04420855
ACKR2	-0.051926669	-0.116863788	0.013010451	7.070967223	-1.578420452	0.11631274	0.353575771	-4.825451322	0.9343727	-0.9343727
ACKR3	0.314177948	0.03461053	0.593745367	9.468892845	2.218269975	0.027850208	0.17432288	-3.704072244	1.555172	1.555172
ACKR4	-0.004686661	-0.092009872	0.08263655	4.689702187	-0.105939792	0.915754001	0.964173178	-5.98760913	0.03822118	-0.03822118
ACLY	0.172226235	0.02219279	0.322259681	11.16750265	2.265877791	0.024709765	0.164471985	-3.606314496	1.607131	1.607131
ACMSD	-0.038676016	-0.091934957	0.014582925	5.099051294	-1.433423302	0.153558439	0.406680481	-5.028801359	0.8137263	-0.8137263
ACO1	-0.091935793	-0.222348138	0.038476553	9.089431067	-1.391525521	0.165869385	0.421728175	-5.084007981	0.7802338	-0.7802338
ACO2	-0.188657995	-0.361067019	-0.016248971	10.44480417	-2.159933987	0.03216695	0.189602081	-3.821194456	1.49259	-1.49259
ACOD1	-0.059695411	-0.121078504	0.001687682	5.796406678	-1.919629601	0.056565552	0.251264975	-4.272431043	1.247448	-1.247448
ACOT1	0.028349689	-0.146797468	0.203496846	8.087802639	0.319499706	0.749736679	0.88830135	-5.944721665	0.1250912	0.1250912
ACOT11	0.043877167	-0.034533753	0.122288087	7.607316795	1.104554847	0.270900627	0.545409205	-5.41897136	0.56719	0.56719
ACOT12	0.059795481	9.47E-04	0.118643761	4.090956852	2.005671704	0.046464316	0.227316107	-4.11667068	1.33288	1.33288
ACOT13	0.059309467	-0.081108503	0.199727437	8.816916599	0.833732231	0.405592219	0.663735601	-5.665382809	0.3919104	0.3919104
ACOT2	0.028349689	-0.146797468	0.203496846	8.087802639	0.319499706	0.749736679	0.88830135	-5.944721665	0.1250912	0.1250912
ACOT4	-0.026610851	-0.150553863	0.097332161	5.902986679	-0.423800992	0.672242302	0.845201086	-5.908145276	0.1724742	-0.1724742
ACOT6	-0.031052338	-0.079108913	0.017004238	4.690985867	-1.275459688	0.20387248	0.468179587	-5.228579904	0.6906414	-0.6906414
ACOT7	-0.106225209	-0.324856238	0.112405821	9.178726704	-0.959049561	0.338884601	0.606681836	-5.559823194	0.4699482	-0.4699482
ACOT8	0.005191102	-0.073458071	0.083840274	8.11329138	0.130283863	0.896494618	0.954924585	-5.984893918	0.04745231	0.04745231
ACOT9	0.210851124	0.051116386	0.370585862	8.998971875	2.60556435	0.009979023	0.102289737	-2.852794687	2.000912	2.000912
ACOX1	-0.010749775	-0.124943954	0.103444403	9.813778442	-0.185814963	0.852809579	0.93656339	-5.97660658	0.06914793	-0.06914793
ACOX2	0.461935537	0.228168007	0.695703068	7.743422739	3.9005194	1.38E-04	0.014963865	0.871691148	3.861254	3.861254
ACOX3	0.040775288	-0.043229259	0.124779836	8.307136369	0.958119102	0.339352167	0.60672714	-5.560660759	0.4693494	0.4693494
ACOXL	-0.003425725	-0.037416376	0.030564926	4.120718607	-0.198938244	0.84254683	0.932188686	-5.974222888	0.07440595	-0.07440595
ACP1	0.052410427	-0.054795113	0.159615968	10.38453639	0.964996482	0.335906066	0.604232087	-5.55445101	0.4737822	0.4737822
ACP2	0.10356303	-0.001201637	0.208327697	9.566363908	1.951260114	0.052656189	0.242069363	-4.215927806	1.278551	1.278551
ACP4	0.042900139	-0.019311347	0.105111624	7.49741831	1.361173172	0.175245731	0.433203904	-5.123002997	0.7563526	0.7563526
ACP5	0.033942341	-0.1937153	0.261599983	7.099128542	0.294296312	0.768887582	0.89907108	-5.952022199	0.1141372	0.1141372
ACP6	0.216934229	0.038207204	0.395661254	8.760044154	2.395869248	0.01765798	0.13748037	-3.329501649	1.753059	1.753059
ACPP	0.041130285	-0.035543992	0.117804562	6.599962648	1.058856939	0.291154803	0.564013487	-5.465318574	0.535876	0.535876
ACR	-0.047245925	-0.110531184	0.016039334	6.179552971	-1.47362523	0.142416615	0.391127846	-4.974329012	0.8464393	-0.8464393
ACRBP	0.018195025	-0.056818585	0.093208635	6.466910545	0.478782039	0.632703875	0.823682106	-5.884742034	0.1987995	0.1987995
ACRV1	-0.120029753	-0.198185834	-0.041873673	6.880979608	-3.03145691	0.002811564	0.056509547	-1.772699245	2.551052	-2.551052
ACSBG1	-0.391761396	-0.736094024	-0.047428767	8.603947431	-2.245787799	0.025995149	0.168140495	-3.647805026	1.585108	-1.585108
ACSBG2	-0.02477176	-0.107172673	0.057629152	6.942468036	-0.593403506	0.553693352	0.771493501	-5.826815147	0.2567307	-0.2567307
ACSF2	0.098307906	-0.020999795	0.217615606	7.878219287	1.626466891	0.105687391	0.336450704	-4.753879423	0.9759768	0.9759768
ACSF3	0.019320878	-0.04734578	8.60E-02	7.38949314	0.572062442	0.568029158	0.780804321	-5.838535168	0.2456294	0.2456294
ACSL1	0.070450415	-0.199807046	3.41E-01	9.314546644	0.514554192	0.607527407	0.806331414	-5.867988637	0.2164341	0.2164341
ACSL3	0.0425499	-0.136196222	2.21E-01	10.39615525	0.469880231	0.639037831	0.826525861	-5.888724118	0.1944734	0.1944734
ACSL4	-0.10149742	-0.289750157	8.68E-02	7.78294776	-1.064238486	0.288717597	0.561522858	-5.459960834	0.5395267	-0.5395267
ACSL5	0.010725098	-0.112839587	1.34E-01	7.502653238	0.171329506	0.864166772	0.941699468	-5.979048972	0.06340244	0.06340244
ACSL6	-0.582216852	-0.994256473	-0.17017723	8.075124777	-2.789144722	0.005882712	0.079792849	-2.405369588	2.230422	-2.230422
ACSM1	0.012935792	-0.042965328	0.068836912	4.885488294	0.456770213	0.648414526	0.831957169	-5.894452968	0.1881473	0.1881473
ACSM2A	-0.00644609	-0.071511272	0.058619091	5.853616726	-0.19555684	0.845188672	0.933507032	-5.974852625	0.07304633	-0.07304633
ACSM2B	-0.00644609	-0.071511272	0.058619091	5.853616726	-0.19555684	0.845188672	0.933507032	-5.974852625	0.07304633	-0.07304633
ACSM3	-0.085051488	-0.140926958	-0.029176017	5.282275519	-3.004595255	0.003058266	0.058465576	-1.845162408	2.514525	-2.514525
ACSM5	-0.093236983	-0.253475509	0.067001543	7.72943761	-1.148541069	0.252345553	0.525947944	-5.372539068	0.5980043	-0.5980043
